group,variable,value
A,v1,0
A,v3,0
A,v2,0
A,v4,0
A,v5,2
A,v6,0
A,v7,1
A,v8,2
A,v10,0
B,v1,0
A,v9,0
B,v4,0
B,v5,0
B,v2,0
B,v3,0
B,v6,0
B,v9,1
B,v10,0
B,v7,3
B,v8,0
C,v3,1
C,v4,0
C,v5,0
C,v1,2
C,v2,0
C,v8,1
C,v9,1
C,v10,1
C,v6,0
D,v2,3
D,v1,2
D,v4,2
D,v3,2
D,v6,1
C,v7,0
D,v7,1
D,v9,2
D,v10,0
E,v1,0
E,v2,1
E,v3,0
D,v8,0
E,v5,3
D,v5,1
E,v7,1
E,v6,0
E,v9,0
E,v10,1
F,v1,5
F,v2,8
E,v4,2
F,v3,3
F,v6,1
F,v4,1
E,v8,1
F,v7,0
F,v5,4
F,v10,0
F,v9,0
G,v2,0
G,v3,1
F,v8,1
G,v1,0
G,v6,0
G,v4,2
G,v5,1
G,v7,0
G,v10,0
G,v9,1
H,v1,0
H,v2,2
H,v3,1
H,v4,2
H,v5,2
G,v8,0
H,v6,0
H,v7,0
H,v8,
