group,variable,value
A,v1,29
A,v3,44
A,v4,17
A,v6,17
A,v7,45
A,v8,25
A,v9,22
A,v10,51
A,v5,37
B,v2,40
B,v3,32
B,v1,26
B,v4,31
B,v6,24
B,v7,23
B,v5,40
B,v8,24
B,v10,23
C,v1,34
B,v9,25
C,v2,26
C,v4,25
C,v3,22
C,v6,26
C,v7,20
C,v5,25
C,v9,24
C,v10,31
D,v2,25
C,v8,19
A,v2,26
D,v4,38
D,v3,36
D,v6,44
D,v5,25
D,v7,28
D,v1,36
D,v10,36
D,v8,40
E,v1,30
E,v3,58
D,v9,33
E,v2,27
E,v6,32
E,v7,25
E,v5,24
E,v10,30
E,v8,36
F,v1,22
F,v2,40
E,v9,26
F,v3,39
F,v5,16
F,v6,22
F,v4,29
F,v7,30
F,v9,42
F,v10,19
E,v4,40
G,v2,30
G,v3,21
F,v8,30
G,v4,29
G,v6,34
G,v8,38
G,v5,37
G,v9,25
G,v10,18
G,v7,24
G,v1,21
H,v2,32
H,v3,
H,v1,23
