group,variable,value
A,v1,2
A,v2,1
A,v5,0
A,v6,1
A,v3,6
A,v4,0
A,v7,2
A,v10,0
B,v1,2
B,v2,0
A,v9,1
B,v4,3
A,v8,1
B,v5,2
B,v7,3
B,v8,0
B,v6,0
B,v10,2
C,v1,1
C,v2,1
C,v3,0
C,v4,1
C,v5,2
C,v6,2
B,v3,1
C,v8,1
B,v9,2
C,v10,4
D,v1,3
D,v2,2
C,v9,1
C,v7,1
D,v5,0
D,v6,1
D,v4,3
D,v7,1
D,v9,2
D,v10,6
D,v3,1
E,v1,3
E,v2,4
E,v3,1
D,v8,3
E,v4,5
E,v7,0
E,v6,1
E,v8,3
E,v10,3
E,v9,2
E,v5,2
F,v3,3
F,v2,4
F,v4,1
F,v6,7
F,v1,3
F,v5,4
F,v9,6
F,v7,3
F,v10,3
G,v2,0
G,v3,1
F,v8,2
G,v1,1
G,v6,2
G,v4,1
G,v5,7
G,v9,4
G,v8,1
G,v10,2
G,v7,2
H,v1,2
H,v2,4
H,v3,8
H,v5,
H,v4,1
