group,variable,value
A,v1,23
A,v2,24
A,v3,33
A,v5,25
A,v7,26
A,v4,22
A,v10,48
A,v8,28
B,v1,37
B,v3,32
B,v2,74
A,v6,25
B,v4,35
B,v6,32
B,v5,21
A,v9,45
B,v7,38
B,v8,22
B,v10,30
C,v2,29
C,v3,48
C,v4,24
C,v1,22
C,v6,22
C,v7,33
C,v8,21
C,v5,34
C,v10,34
C,v9,39
D,v1,30
D,v2,30
B,v9,28
D,v5,20
D,v4,27
D,v6,22
D,v3,26
D,v7,29
D,v9,23
D,v10,35
D,v8,19
E,v4,29
E,v1,38
E,v2,35
E,v6,25
E,v3,30
E,v5,26
E,v8,22
E,v10,20
E,v7,20
F,v1,31
F,v3,33
F,v4,72
F,v5,29
F,v7,25
F,v6,20
F,v8,26
F,v2,25
F,v10,56
E,v9,20
G,v1,35
G,v2,24
G,v4,30
F,v9,30
G,v3,24
G,v7,33
G,v8,27
G,v6,24
G,v10,31
G,v9,30
H,v2,57
G,v5,42
H,v1,27
H,v4,21
H,v3,24
H,v5,
