group,variable,value
A,v1,0
A,v2,0
A,v3,0
A,v4,0
A,v5,0
A,v6,0
A,v7,0
A,v9,1
A,v10,0
B,v1,1
B,v3,3
B,v4,0
A,v8,0
B,v6,0
B,v7,2
B,v2,5
B,v10,1
B,v9,0
C,v1,1
C,v2,2
C,v3,2
C,v4,0
C,v5,2
B,v5,0
C,v6,1
B,v8,0
C,v9,9
C,v10,1
C,v8,0
D,v1,0
D,v3,0
C,v7,0
D,v2,1
D,v6,0
D,v7,2
D,v4,2
D,v5,0
D,v10,5
E,v2,0
D,v8,4
D,v9,2
E,v4,3
E,v1,0
E,v6,0
E,v3,2
E,v8,0
E,v9,5
E,v10,2
E,v7,1
F,v2,0
F,v3,2
E,v5,2
F,v1,1
F,v6,0
F,v7,1
F,v4,1
F,v5,0
G,v1,2
F,v10,0
G,v2,0
G,v3,1
G,v4,0
F,v9,0
F,v8,0
G,v6,2
G,v5,0
G,v7,0
G,v10,1
H,v1,2
G,v9,0
H,v3,0
H,v4,0
G,v8,0
H,v5,2
H,v7,0
H,v6,2
H,v10,2
H,v9,2
H,v2,1
H,v8,0
I,v3,0
I,v2,2
I,v1,1
I,v6,2
I,v4,0
I,v7,6
I,v5,0
I,v9,4
I,v10,2
J,v1,6
J,v2,12
J,v3,8
I,v8,5
J,v5,0
J,v6,4
J,v7,7
J,v9,5
J,v4,7
J,v8,6
J,v10,5
K,v1,2
K,v3,8
K,v2,2
K,v5,3
K,v6,2
K,v4,6
K,v9,7
K,v7,2
K,v10,1
K,v8,2
L,v2,0
L,v1,0
L,v4,0
L,v5,0
L,v6,0
L,v3,1
L,v8,0
L,v7,0
L,v9,0
L,v10,1
M,v3,0
M,v5,0
M,v1,0
M,v4,0
M,v2,0
M,v8,0
M,v6,0
M,v9,4
M,v10,2
M,v7,0
N,v2,1
N,v3,4
N,v4,1
N,v6,0
N,v5,0
N,v8,1
N,v7,1
N,v1,5
N,v10,0
N,v9,0
O,v1,0
O,v2,1
O,v4,0
O,v5,2
O,v7,1
O,v6,1
O,v8,1
O,v9,1
O,v10,0
P,v2,11
O,v3,3
P,v1,2
P,v3,4
P,v4,2
P,v6,5
P,v7,1
P,v8,5
P,v9,5
P,v10,2
R,v1,2
P,v5,2
R,v2,6
R,v3,2
R,v5,11
R,v4,0
R,v6,2
R,v7,1
R,v8,5
R,v10,9
R,v9,6
undefined,v1,5
undefined,v2,1
undefined,v3,
