group,variable,value
A,v2,0
A,v6,6
A,v5,6
A,v4,4
A,v9,1
A,v8,0
A,v10,4
B,v2,8
B,v3,10
B,v4,1
A,v7,0
B,v1,3
B,v7,0
B,v8,0
B,v9,0
B,v10,0
B,v5,1
B,v6,1
C,v2,3
C,v4,0
C,v5,1
C,v6,2
C,v3,3
C,v7,1
C,v9,2
C,v10,0
C,v8,2
C,v1,0
D,v3,0
D,v1,0
D,v2,0
D,v4,0
D,v6,0
D,v8,2
D,v5,0
D,v10,3
E,v1,1
E,v2,1
D,v7,1
D,v9,1
E,v3,1
E,v6,0
E,v4,0
E,v5,0
E,v8,0
E,v10,0
F,v1,0
F,v2,1
E,v9,2
F,v3,2
E,v7,0
F,v4,3
F,v6,1
F,v5,2
F,v7,1
G,v1,0
F,v10,2
F,v9,1
F,v8,0
G,v4,2
G,v5,4
G,v3,2
G,v7,3
G,v2,2
G,v9,3
G,v10,1
G,v6,2
G,v8,2
H,v1,2
H,v2,0
H,v3,
