group,variable,value
A,v1,30
A,v2,16
A,v3,90
A,v5,20
A,v4,28
A,v8,25
A,v10,30
A,v7,42
B,v1,19
B,v2,26
A,v9,32
A,v6,36
B,v6,29
B,v5,21
B,v4,19
B,v7,26
B,v3,31
B,v10,22
C,v1,29
B,v8,29
C,v2,21
B,v9,28
C,v4,27
C,v6,28
C,v5,24
C,v3,29
C,v8,26
C,v10,29
C,v9,20
D,v3,18
D,v2,31
D,v1,30
D,v5,31
D,v4,25
C,v7,22
D,v7,21
D,v9,20
D,v10,19
D,v8,27
E,v1,24
E,v2,24
E,v4,26
E,v5,20
E,v6,27
D,v6,32
E,v3,22
E,v9,51
E,v10,23
E,v8,27
E,v7,25
F,v3,20
F,v4,36
F,v5,22
F,v1,51
F,v2,33
F,v9,23
F,v8,34
F,v10,21
F,v6,26
G,v2,27
G,v1,22
G,v3,36
G,v6,26
G,v5,23
F,v7,28
G,v4,33
G,v9,22
G,v10,30
G,v7,23
H,v2,44
H,v1,26
G,v8,32
H,v5,29
H,v4,23
H,v6,30
H,v3,29
H,v7,35
H,v8,
