group,variable,value
A,v3,19
A,v1,18
A,v2,24
A,v6,28
A,v7,39
A,v8,42
A,v5,30
A,v4,25
A,v10,50
B,v1,70
B,v3,27
A,v9,70
B,v5,18
B,v6,27
B,v7,40
B,v2,40
B,v4,20
B,v10,80
C,v1,36
B,v8,62
C,v3,27
C,v2,44
B,v9,27
C,v6,28
C,v7,20
C,v4,53
C,v5,28
C,v10,20
D,v2,47
D,v3,37
C,v8,18
C,v9,29
D,v5,60
D,v4,80
D,v6,31
D,v7,37
D,v1,31
D,v10,22
E,v2,48
D,v9,28
E,v3,39
E,v1,40
E,v5,30
E,v6,26
E,v7,28
E,v4,25
D,v8,33
E,v10,27
E,v9,20
F,v1,20
F,v4,24
F,v3,34
E,v8,24
F,v2,50
F,v7,36
F,v8,42
F,v10,27
F,v9,32
G,v1,32
F,v6,28
F,v5,20
G,v2,36
G,v5,38
G,v4,44
G,v6,50
G,v8,36
G,v3,39
G,v10,35
H,v1,52
G,v9,30
G,v7,29
H,v2,26
H,v5,30
H,v3,29
H,v4,40
H,v7,30
H,v9,64
H,v10,43
H,v6,20
I,v2,42
I,v1,58
H,v8,28
I,v3,53
I,v4,49
I,v5,
