group,variable,value
A,v1,0
A,v3,1
A,v2,0
A,v4,2
A,v7,5
A,v8,5
A,v9,2
A,v10,0
A,v6,5
A,v5,1
B,v3,0
B,v4,2
B,v1,2
B,v2,2
B,v7,0
B,v8,5
B,v5,1
B,v10,2
C,v1,1
C,v2,1
C,v3,2
C,v4,2
C,v5,2
B,v9,9
B,v6,2
C,v8,0
C,v9,0
C,v10,0
C,v6,1
D,v1,0
D,v3,2
D,v4,0
C,v7,0
D,v2,2
D,v7,0
D,v8,2
D,v6,0
D,v10,2
E,v1,2
E,v2,4
D,v5,2
E,v3,0
E,v5,0
E,v4,3
D,v9,5
E,v9,4
E,v8,3
E,v10,0
E,v6,0
E,v7,0
F,v2,3
F,v3,2
F,v5,0
F,v1,2
F,v7,1
F,v8,7
F,v4,0
F,v10,0
G,v2,2
G,v1,2
F,v9,1
G,v3,0
G,v4,2
G,v7,0
G,v5,1
G,v6,0
F,v6,1
G,v10,1
H,v1,2
H,v2,0
G,v9,0
H,v3,0
H,v5,3
H,v6,0
G,v8,0
H,v4,0
H,v9,4
H,v10,3
H,v8,1
I,v2,0
H,v7,2
I,v3,1
I,v1,0
I,v4,2
I,v5,0
I,v6,4
I,v7,6
I,v9,4
I,v10,0
J,v1,7
J,v2,1
J,v4,7
J,v3,4
J,v6,0
J,v5,3
J,v8,3
J,v7,3
J,v9,1
J,v10,0
I,v8,5
K,v1,1
K,v2,1
K,v4,0
K,v6,2
K,v5,4
K,v3,0
K,v7,0
K,v8,3
K,v10,2
K,v9,2
L,v1,
