group,variable,value
A,v2,32
A,v1,42
A,v3,69
A,v5,53
A,v4,13
A,v6,35
A,v7,25
A,v8,29
A,v10,41
B,v2,38
B,v3,36
B,v5,29
A,v9,28
B,v6,83
B,v7,34
B,v1,52
B,v4,16
C,v1,19
B,v10,35
B,v8,40
B,v9,28
C,v3,40
C,v5,36
C,v2,45
C,v4,32
C,v9,28
C,v8,29
C,v10,25
C,v6,27
C,v7,40
D,v1,24
D,v2,24
D,v4,31
D,v3,27
D,v5,24
D,v8,22
D,v6,41
D,v10,78
E,v1,23
E,v2,39
D,v9,54
E,v3,36
E,v4,20
E,v6,28
E,v5,25
D,v7,22
E,v8,30
E,v10,28
F,v1,50
E,v9,36
E,v7,67
F,v4,39
F,v3,20
F,v6,22
F,v5,32
F,v7,56
F,v9,39
F,v10,32
F,v2,20
F,v8,62
G,v3,18
G,v2,26
G,v4,32
G,v5,34
G,v7,38
G,v8,29
G,v1,33
G,v10,73
G,v6,32
G,v9,30
H,v2,18
H,v3,21
H,v5,18
H,v4,24
H,v7,38
H,v1,37
H,v10,147
H,v9,41
H,v6,42
H,v8,30
I,v3,19
I,v5,47
I,v1,26
I,v2,23
I,v7,21
I,v8,36
I,v9,21
I,v10,33
J,v1,25
I,v4,24
J,v3,61
J,v2,22
I,v6,58
J,v5,33
J,v6,34
J,v8,24
J,v7,31
J,v4,34
K,v2,28
J,v9,40
J,v10,40
K,v1,40
K,v3,23
K,v4,23
K,v5,30
K,v6,32
K,v7,41
K,v10,17
K,v9,31
L,v2,37
K,v8,20
L,v4,27
L,v3,22
L,v5,31
L,v1,28
L,v6,72
L,v9,26
L,v8,29
L,v10,39
L,v7,16
M,v1,68
M,v2,23
M,v4,55
M,v3,37
M,v5,36
M,v6,29
M,v8,
M,v7,19
