group,variable,value
A,v1,32
A,v2,20
A,v5,23
A,v3,36
A,v4,39
A,v6,33
A,v7,38
A,v10,36
B,v1,30
B,v2,31
A,v9,29
B,v3,32
A,v8,34
B,v4,66
B,v6,36
B,v8,27
B,v9,25
B,v10,26
B,v7,55
C,v2,39
C,v1,39
C,v4,36
C,v5,26
C,v3,29
C,v6,26
B,v5,24
C,v9,26
C,v10,33
C,v7,29
C,v8,39
D,v1,26
D,v2,61
D,v3,23
D,v6,27
D,v7,38
D,v4,22
D,v5,26
D,v10,23
E,v1,42
D,v8,42
D,v9,21
E,v5,22
E,v4,33
E,v3,31
E,v2,30
E,v8,44
E,v9,29
E,v10,25
F,v1,21
E,v7,37
F,v4,20
F,v3,45
F,v5,18
E,v6,26
F,v6,43
F,v7,35
F,v2,80
F,v10,28
G,v1,56
G,v2,44
F,v9,37
F,v8,30
G,v3,26
G,v6,37
G,v5,52
G,v4,28
G,v9,38
G,v10,30
G,v8,45
G,v7,32
H,v3,31
H,v1,20
H,v5,43
H,v7,78
H,v2,46
H,v6,34
H,v9,47
H,v10,62
I,v2,34
I,v1,121
H,v4,47
I,v4,30
H,v8,23
I,v3,27
I,v7,46
I,v8,50
I,v6,35
I,v10,32
I,v5,18
J,v1,47
J,v2,23
I,v9,32
J,v5,51
J,v4,50
J,v7,26
J,v3,38
J,v9,25
J,v10,20
K,v1,25
J,v6,48
K,v3,35
J,v8,24
K,v4,31
K,v2,35
K,v7,126
K,v6,47
K,v5,76
K,v8,49
K,v10,48
K,v9,48
L,v1,55
L,v2,56
L,v3,
