group,variable,value
A,v1,4
A,v3,1
A,v4,1
A,v5,0
A,v2,4
A,v7,0
A,v8,0
A,v10,2
B,v1,2
A,v9,2
A,v6,0
B,v4,2
B,v5,1
B,v3,2
B,v2,1
B,v7,2
B,v6,0
B,v10,4
C,v1,3
B,v8,2
C,v3,4
C,v2,1
C,v5,0
C,v6,0
B,v9,1
C,v8,0
C,v9,0
C,v10,2
C,v4,3
C,v7,1
D,v1,6
D,v4,0
D,v5,1
D,v2,3
D,v6,3
D,v8,2
D,v9,0
D,v10,1
E,v1,1
E,v2,0
D,v7,0
D,v3,2
E,v6,2
E,v5,0
E,v3,0
E,v10,0
E,v9,0
E,v8,1
E,v4,0
E,v7,1
F,v3,3
F,v5,3
F,v1,3
F,v7,3
F,v6,5
F,v2,2
F,v8,1
F,v10,2
G,v1,3
G,v2,2
F,v4,4
G,v4,4
G,v3,1
F,v9,0
G,v7,0
G,v8,1
G,v6,2
G,v5,1
G,v10,2
H,v2,2
G,v9,2
H,v3,1
H,v1,3
H,v6,3
H,v7,0
H,v5,4
H,v9,0
H,v10,2
I,v1,2
H,v8,0
I,v2,4
I,v4,0
I,v3,3
H,v4,1
I,v6,3
I,v5,4
I,v7,1
I,v9,3
I,v10,1
J,v2,2
J,v1,2
J,v4,1
J,v3,3
J,v6,2
I,v8,1
J,v8,2
J,v7,3
J,v5,4
J,v10,4
J,v9,1
K,v1,1
K,v2,2
K,v3,2
K,v5,1
K,v6,0
K,v4,3
K,v8,0
K,v7,1
K,v9,1
K,v10,1
L,v1,
