group,variable,value
A,v1,0
A,v2,0
A,v5,0
A,v6,0
A,v4,0
A,v7,0
A,v9,1
A,v10,1
A,v3,2
A,v8,0
B,v2,1
B,v1,1
B,v5,1
B,v6,1
B,v4,0
B,v7,1
B,v3,0
B,v10,0
C,v1,0
C,v3,0
B,v9,0
B,v8,5
C,v4,0
C,v6,1
C,v5,1
C,v9,0
C,v7,2
C,v10,0
D,v1,1
C,v2,1
D,v3,1
C,v8,0
D,v2,0
D,v7,0
D,v6,0
D,v4,0
D,v8,0
D,v9,1
D,v10,2
E,v3,0
E,v1,0
D,v5,2
E,v4,2
E,v5,2
E,v7,0
E,v2,1
E,v6,1
E,v10,2
E,v8,0
F,v1,2
F,v3,0
E,v9,2
F,v2,1
F,v5,0
F,v7,1
F,v4,1
F,v6,0
F,v10,0
G,v1,0
G,v2,1
F,v8,0
G,v3,1
F,v9,6
G,v6,1
G,v5,2
G,v4,1
G,v9,12
G,v8,6
G,v10,4
H,v2,3
G,v7,3
H,v3,4
H,v6,1
H,v7,2
H,v1,2
H,v5,6
H,v4,3
H,v10,0
H,v9,1
I,v3,0
I,v2,0
I,v1,0
H,v8,1
I,v5,2
I,v4,0
I,v8,0
I,v6,0
I,v9,1
I,v10,1
J,v2,0
I,v7,1
J,v3,4
J,v5,1
J,v1,0
J,v4,1
J,v8,0
J,v6,0
J,v7,0
J,v10,0
J,v9,2
K,v1,
