group,variable,value
A,v1,53
A,v4,20
A,v2,68
A,v3,38
A,v6,20
A,v8,39
A,v7,46
A,v10,28
A,v9,38
A,v5,22
B,v3,23
B,v4,31
B,v1,26
B,v2,48
B,v7,53
B,v8,35
B,v5,20
B,v10,24
B,v9,31
B,v6,63
C,v1,47
C,v3,31
C,v2,29
C,v6,36
C,v7,28
C,v5,21
C,v10,28
C,v9,22
D,v1,28
C,v8,25
D,v3,31
D,v4,50
D,v2,29
C,v4,45
D,v7,36
D,v8,45
D,v6,31
D,v10,17
E,v1,27
D,v9,32
D,v5,38
E,v3,62
E,v5,49
E,v6,28
E,v2,30
E,v4,39
E,v9,16
E,v10,31
E,v7,24
E,v8,24
F,v2,24
F,v4,54
F,v5,29
F,v3,28
F,v1,30
F,v8,118
F,v9,54
F,v10,31
G,v1,27
F,v7,29
F,v6,24
G,v5,24
G,v4,52
G,v3,32
G,v6,23
G,v9,26
G,v8,26
G,v10,35
G,v7,41
H,v2,52
H,v1,48
G,v2,63
H,v3,24
H,v5,
H,v4,37
