group,variable,value
A,v3,19
A,v4,30
A,v1,38
A,v7,31
A,v8,20
A,v5,29
A,v10,27
A,v6,22
B,v2,60
A,v9,24
B,v1,39
B,v4,39
B,v6,50
B,v7,28
B,v3,36
B,v10,18
B,v8,12
C,v1,21
B,v9,30
C,v2,77
C,v3,27
C,v5,26
C,v4,42
B,v5,40
C,v8,27
C,v9,25
C,v10,25
C,v7,40
D,v3,19
D,v2,36
D,v4,30
D,v5,30
D,v6,25
D,v7,32
D,v8,52
D,v1,28
D,v10,21
C,v6,31
D,v9,49
E,v1,36
E,v2,23
E,v3,21
E,v4,21
E,v7,37
E,v5,26
E,v8,25
E,v10,36
E,v9,22
F,v1,20
F,v3,58
F,v4,27
F,v5,38
F,v6,19
E,v6,51
F,v8,32
F,v9,40
F,v10,107
F,v7,33
G,v1,116
G,v3,10
G,v4,37
G,v5,21
G,v6,22
F,v2,34
G,v8,23
G,v9,32
G,v7,66
G,v10,38
H,v1,26
G,v2,37
H,v3,38
H,v6,28
H,v5,29
H,v4,29
H,v8,23
H,v7,23
H,v10,32
I,v2,36
H,v2,40
I,v3,19
I,v4,60
I,v5,39
I,v1,27
H,v9,53
I,v8,30
I,v7,20
I,v6,37
I,v9,22
I,v10,
