group,variable,value
A,v1,25
A,v2,64
A,v3,25
A,v4,40
A,v5,59
A,v6,40
A,v9,37
A,v10,29
A,v7,27
B,v1,38
B,v3,41
B,v4,33
B,v2,31
A,v8,47
B,v5,27
B,v8,58
B,v9,35
B,v10,30
B,v7,29
C,v2,20
B,v6,26
C,v5,23
C,v1,24
C,v6,26
C,v7,26
C,v3,40
C,v10,56
C,v8,41
D,v1,35
D,v2,29
C,v9,32
D,v3,23
D,v5,22
D,v6,32
C,v4,79
D,v4,21
D,v10,32
D,v9,39
E,v1,31
D,v7,36
E,v3,31
E,v4,25
E,v5,24
E,v2,37
E,v6,26
D,v8,66
E,v8,41
E,v10,49
F,v1,48
F,v2,25
F,v3,38
E,v7,27
F,v4,28
F,v5,26
E,v9,31
F,v7,33
F,v9,44
F,v10,39
F,v6,27
G,v2,52
G,v4,37
G,v3,27
F,v8,32
G,v5,29
G,v7,40
G,v6,35
G,v10,75
G,v8,30
G,v9,53
H,v2,32
H,v3,29
H,v1,21
H,v5,22
H,v6,42
H,v7,19
H,v8,56
H,v9,39
H,v10,21
H,v4,25
I,v2,32
I,v1,51
I,v4,70
I,v5,38
G,v1,40
I,v6,39
I,v9,31
I,v8,36
I,v7,26
I,v10,41
J,v2,32
I,v3,27
J,v4,40
J,v1,35
J,v5,34
J,v6,39
J,v8,37
J,v7,33
J,v10,25
J,v3,44
J,v9,27
K,v2,50
K,v1,22
K,v3,34
K,v4,23
K,v5,29
K,v8,
K,v6,25
K,v7,18
