group,variable,value
A,v1,28
A,v2,37
A,v3,30
A,v5,52
A,v7,29
A,v8,35
A,v4,26
A,v9,21
A,v10,28
B,v2,26
B,v3,25
A,v6,32
B,v1,36
B,v5,35
B,v7,28
B,v9,47
B,v6,40
B,v10,34
C,v1,43
B,v8,30
B,v4,25
C,v4,23
C,v5,48
C,v6,28
C,v3,45
C,v2,26
C,v9,55
C,v10,38
D,v1,56
C,v7,30
D,v2,26
D,v3,42
D,v5,23
C,v8,36
D,v4,30
D,v8,34
D,v7,43
D,v10,33
D,v9,19
E,v2,19
E,v3,38
E,v1,29
D,v6,31
E,v6,26
E,v7,46
E,v5,27
E,v8,22
E,v10,39
F,v1,26
E,v4,19
F,v2,56
F,v4,25
F,v5,19
E,v9,28
F,v7,33
F,v3,21
F,v8,30
F,v10,24
F,v9,54
G,v2,22
G,v3,38
G,v1,36
G,v4,42
G,v6,35
G,v7,34
F,v6,27
G,v5,36
G,v10,45
G,v8,56
H,v2,41
H,v1,32
G,v9,42
H,v3,29
H,v6,20
H,v5,25
H,v8,44
H,v9,30
H,v10,24
H,v4,37
I,v3,38
I,v2,27
I,v1,48
I,v5,27
H,v7,22
I,v7,28
I,v8,40
I,v6,20
I,v10,16
I,v9,24
I,v4,84
J,v2,27
J,v1,19
J,v5,33
J,v4,36
J,v6,19
J,v8,27
J,v9,28
J,v3,37
J,v10,31
J,v7,30
K,v2,29
K,v3,31
K,v5,48
K,v1,48
K,v4,52
K,v6,32
K,v7,42
K,v8,22
K,v9,23
K,v10,36
L,v1,
