group,variable,value
A,v1,5
A,v2,6
A,v3,3
A,v4,3
A,v6,3
A,v7,1
A,v5,4
A,v8,0
A,v10,1
A,v9,3
B,v1,2
B,v4,1
B,v5,2
B,v2,2
B,v3,2
B,v8,5
B,v9,1
B,v6,0
B,v10,0
C,v3,1
C,v1,0
C,v2,2
B,v7,1
C,v6,2
C,v8,1
C,v9,1
C,v4,2
C,v10,0
C,v5,2
D,v2,6
D,v3,1
D,v1,0
C,v7,1
D,v6,6
D,v7,4
D,v4,0
D,v9,4
D,v8,3
D,v10,1
E,v3,2
E,v1,1
E,v5,2
D,v5,0
E,v4,2
E,v7,2
E,v6,0
E,v9,1
E,v10,0
E,v2,1
E,v8,1
F,v3,1
F,v4,1
F,v1,1
F,v2,3
F,v7,2
F,v5,4
F,v10,2
F,v8,0
G,v1,4
G,v3,0
F,v9,3
F,v6,4
G,v5,2
G,v6,1
G,v2,5
G,v7,0
G,v9,2
G,v10,0
G,v8,0
H,v1,0
H,v3,3
H,v4,2
G,v4,4
H,v2,3
H,v7,2
H,v5,0
H,v8,0
H,v10,3
I,v2,1
I,v1,4
H,v9,4
I,v4,2
H,v6,1
I,v5,0
I,v3,1
I,v7,0
I,v8,1
I,v10,0
I,v9,0
J,v2,0
I,v6,1
J,v4,1
J,v1,0
J,v3,1
J,v6,0
J,v5,0
J,v7,0
J,v8,0
J,v10,3
K,v1,1
K,v2,1
K,v4,1
K,v5,2
J,v9,1
K,v3,1
K,v6,0
K,v7,0
K,v8,
