group,variable,value
A,v1,1
A,v3,0
A,v2,0
A,v4,6
A,v7,0
A,v8,2
A,v5,0
A,v10,2
B,v1,0
B,v2,0
B,v3,0
A,v9,1
B,v4,0
B,v6,0
B,v7,0
B,v8,0
A,v6,0
B,v10,1
C,v1,2
B,v9,1
B,v5,0
C,v3,0
C,v2,1
C,v4,0
C,v7,0
C,v5,0
C,v9,2
C,v10,0
D,v1,0
C,v6,0
D,v3,0
C,v8,0
D,v5,2
D,v6,2
D,v4,0
D,v7,2
D,v9,0
D,v8,2
D,v10,2
E,v2,0
E,v3,0
D,v2,0
E,v1,1
E,v6,0
E,v7,3
E,v4,0
E,v5,2
E,v10,0
F,v1,0
E,v9,1
F,v3,2
F,v2,0
F,v5,0
E,v8,0
F,v9,2
F,v8,3
F,v6,2
F,v10,4
G,v1,1
F,v7,0
F,v4,3
G,v4,1
G,v5,1
G,v3,2
G,v6,1
G,v2,0
G,v10,1
G,v9,1
G,v8,5
H,v1,0
H,v3,2
H,v4,0
G,v7,1
H,v5,1
H,v6,2
H,v7,0
H,v2,2
H,v10,2
I,v1,2
H,v8,1
I,v4,3
H,v9,0
I,v2,1
I,v3,2
I,v6,0
I,v5,0
I,v9,2
I,v8,0
I,v10,4
J,v1,3
J,v3,1
J,v2,1
I,v7,1
J,v4,0
J,v5,1
J,v6,0
J,v7,
