group,variable,value
A,v2,18
A,v3,14
A,v1,26
A,v4,17
A,v7,38
A,v6,21
A,v5,26
A,v10,22
B,v1,25
B,v2,30
A,v9,17
B,v3,24
B,v5,28
B,v6,27
B,v4,25
B,v8,35
B,v9,27
B,v10,19
B,v7,30
C,v2,24
C,v4,29
C,v1,28
C,v5,15
C,v6,23
C,v7,22
C,v3,26
C,v9,22
C,v10,21
A,v8,28
D,v1,19
D,v3,23
D,v5,18
D,v2,23
C,v8,21
D,v7,27
D,v9,38
D,v8,21
D,v10,22
D,v6,25
E,v3,40
E,v2,22
E,v1,25
D,v4,29
E,v4,24
E,v8,23
E,v5,21
E,v7,22
E,v10,22
F,v1,25
E,v6,18
F,v2,24
F,v4,22
F,v5,23
F,v3,21
F,v6,21
F,v8,19
E,v9,22
F,v10,21
G,v2,20
G,v1,30
F,v9,17
G,v3,28
G,v6,27
G,v5,23
F,v7,22
G,v4,22
G,v9,17
G,v10,26
G,v7,30
G,v8,20
H,v4,31
H,v3,22
H,v2,31
H,v1,22
H,v7,19
H,v5,28
H,v9,21
H,v10,33
H,v6,26
I,v1,19
I,v3,31
I,v4,32
H,v8,29
I,v5,36
I,v2,21
I,v9,36
I,v6,42
I,v10,36
I,v8,32
I,v7,29
J,v3,33
J,v2,21
J,v5,29
J,v4,34
J,v8,21
J,v1,28
J,v7,19
J,v10,44
J,v9,28
K,v2,49
K,v3,27
K,v1,36
J,v6,27
K,v6,28
K,v5,16
K,v8,17
K,v4,24
K,v7,41
K,v10,30
K,v9,41
L,v3,27
L,v1,33
L,v2,50
L,v4,25
L,v7,23
L,v6,33
L,v8,18
L,v5,36
L,v10,26
L,v9,21
M,v3,22
M,v1,32
M,v5,17
M,v6,21
M,v2,34
M,v8,45
M,v4,27
M,v10,28
M,v9,34
N,v1,21
N,v2,28
N,v3,24
N,v6,23
N,v5,28
N,v8,33
N,v4,24
N,v7,26
N,v10,41
M,v7,33
N,v9,39
O,v2,31
O,v1,26
O,v3,20
O,v4,31
O,v5,
