group,variable,value
A,v1,35
A,v3,42
A,v2,36
A,v5,32
A,v6,29
A,v8,17
A,v4,76
A,v9,30
A,v10,32
B,v2,40
B,v1,58
A,v7,42
B,v5,17
B,v3,32
B,v6,30
B,v8,35
B,v10,40
B,v4,58
C,v1,36
B,v7,28
B,v9,31
C,v3,28
C,v4,53
C,v6,42
C,v2,30
C,v7,28
C,v8,28
C,v5,41
C,v10,40
D,v1,30
D,v4,42
C,v9,39
D,v3,27
D,v6,40
D,v5,48
D,v9,24
D,v7,44
D,v10,27
D,v2,27
D,v8,34
E,v1,22
E,v2,34
E,v4,26
E,v6,29
E,v7,23
E,v9,22
E,v8,33
F,v1,13
E,v10,19
E,v5,36
E,v3,21
F,v3,23
F,v4,36
F,v6,34
F,v8,52
F,v5,27
F,v9,24
F,v10,36
F,v2,16
F,v7,24
G,v3,30
G,v4,41
G,v1,26
G,v6,117
G,v7,48
G,v8,31
G,v5,17
G,v2,38
G,v9,33
G,v10,30
H,v1,55
H,v4,37
H,v6,22
H,v7,25
H,v3,29
H,v5,38
H,v9,16
H,v10,30
I,v1,42
H,v8,26
I,v3,27
I,v2,28
I,v4,30
I,v6,24
I,v7,26
H,v2,22
I,v8,34
I,v5,20
I,v9,28
I,v10,27
J,v1,33
J,v2,20
J,v3,29
J,v5,41
J,v4,20
J,v6,50
J,v7,29
K,v1,30
J,v8,24
J,v10,33
J,v9,40
K,v2,34
K,v3,19
K,v6,23
K,v4,22
K,v7,26
K,v9,33
K,v8,40
K,v5,22
K,v10,28
L,v1,27
L,v3,27
L,v4,22
L,v5,21
L,v6,31
L,v2,14
L,v7,31
L,v8,0
L,v9,40
L,v10,29
M,v1,24
M,v2,48
M,v4,27
M,v5,
M,v3,35
