group,variable,value
A,v1,25
A,v4,37
A,v3,20
A,v5,18
A,v6,16
A,v8,32
A,v9,30
A,v2,18
A,v10,26
B,v2,55
B,v3,24
B,v1,17
A,v7,22
B,v4,28
B,v7,26
B,v6,53
B,v9,20
B,v10,43
B,v5,31
C,v1,29
C,v3,30
B,v8,20
C,v5,24
C,v6,21
C,v2,26
C,v7,22
C,v9,20
C,v10,42
C,v8,25
C,v4,27
D,v3,26
D,v4,26
D,v2,35
D,v1,23
D,v7,27
D,v8,21
D,v5,22
D,v10,18
E,v1,20
E,v2,27
D,v6,20
E,v3,24
E,v5,27
E,v6,16
E,v4,30
D,v9,44
E,v9,30
E,v10,32
E,v8,18
F,v2,20
F,v3,26
F,v4,40
F,v5,46
E,v7,25
F,v6,24
F,v1,22
F,v9,37
F,v10,30
F,v8,39
F,v7,36
G,v3,24
G,v4,18
G,v1,28
G,v2,42
G,v7,40
G,v8,31
G,v5,26
G,v10,29
G,v6,32
G,v9,27
H,v2,30
H,v3,29
H,v4,40
H,v1,36
H,v7,37
H,v8,22
H,v6,31
H,v10,30
I,v1,30
I,v2,27
H,v9,26
I,v4,23
I,v6,38
H,v5,58
I,v5,29
I,v8,21
I,v10,20
I,v3,18
I,v7,29
I,v9,24
J,v2,34
J,v1,18
J,v5,20
J,v6,22
J,v7,21
J,v3,30
J,v8,21
J,v9,29
J,v10,20
K,v1,24
K,v4,23
J,v4,27
K,v3,28
K,v2,18
K,v6,29
K,v5,23
K,v8,39
K,v7,23
K,v10,25
K,v9,39
L,v2,42
L,v4,32
L,v1,33
L,v3,23
L,v5,22
L,v6,28
L,v8,23
L,v7,23
L,v9,27
L,v10,24
M,v2,25
M,v3,21
M,v1,24
M,v4,30
M,v7,23
M,v5,20
M,v8,22
M,v9,20
M,v6,80
M,v10,32
N,v1,22
N,v3,39
N,v4,43
N,v2,20
N,v5,24
N,v6,26
N,v9,25
N,v7,39
N,v10,33
O,v1,24
O,v2,26
O,v3,21
N,v8,21
O,v5,29
O,v4,36
O,v6,26
O,v8,
O,v7,28
