group,variable,value
A,v1,2
A,v2,1
A,v3,1
A,v5,0
A,v6,0
A,v7,0
A,v4,1
A,v10,2
A,v9,1
A,v8,2
B,v3,1
B,v4,0
B,v2,1
B,v5,0
B,v7,4
B,v1,1
B,v8,2
B,v10,0
C,v1,1
B,v9,3
B,v6,1
C,v3,1
C,v5,0
C,v6,0
C,v4,0
C,v7,0
C,v8,0
D,v1,0
C,v10,0
C,v2,1
D,v2,0
D,v4,1
D,v6,0
D,v7,0
D,v5,0
D,v8,0
C,v9,0
D,v10,0
E,v1,0
E,v2,1
D,v3,0
E,v3,1
E,v4,3
E,v5,2
E,v7,0
E,v6,2
E,v8,2
E,v10,0
E,v9,1
D,v9,1
F,v4,5
F,v3,2
F,v2,0
F,v1,1
F,v7,3
F,v8,3
F,v5,2
F,v10,1
F,v6,5
F,v9,7
G,v2,2
G,v1,3
G,v3,3
G,v4,3
G,v6,3
G,v8,2
G,v7,2
G,v10,1
H,v2,4
G,v5,4
G,v9,1
H,v4,0
H,v1,4
H,v3,0
H,v7,1
H,v8,0
H,v9,1
H,v10,0
H,v6,0
I,v1,7
I,v3,0
H,v5,0
I,v2,0
I,v6,1
I,v5,0
I,v4,1
I,v10,8
I,v8,0
J,v1,0
I,v7,1
I,v9,2
J,v4,1
J,v5,1
J,v2,4
J,v3,0
J,v9,0
J,v7,0
J,v10,0
J,v8,0
K,v2,1
J,v6,0
K,v3,1
K,v4,1
K,v6,1
K,v1,0
K,v7,8
K,v5,2
K,v10,8
K,v8,4
L,v1,0
L,v3,2
L,v2,3
K,v9,0
L,v6,7
L,v5,0
L,v7,3
L,v8,3
L,v9,1
L,v10,1
M,v1,1
L,v4,2
M,v2,1
M,v6,2
M,v4,6
M,v7,8
M,v5,5
M,v9,2
M,v3,4
M,v10,3
N,v2,0
N,v1,0
M,v8,4
N,v3,6
N,v5,2
N,v7,2
N,v4,5
N,v6,4
N,v9,3
N,v10,0
O,v1,0
O,v3,0
O,v2,0
N,v8,2
O,v4,0
O,v7,0
O,v8,0
O,v6,0
O,v10,0
O,v5,0
O,v9,0
P,v1,0
P,v2,0
P,v3,0
P,v4,
