group,variable,value
A,v1,16
A,v2,20
A,v3,26
A,v6,40
A,v7,34
A,v8,20
A,v10,26
A,v4,31
A,v9,28
B,v2,26
B,v3,26
B,v1,70
B,v4,34
B,v5,21
A,v5,68
B,v7,32
B,v10,36
B,v9,38
B,v8,18
C,v2,54
C,v1,27
C,v4,29
C,v5,29
C,v6,27
C,v3,42
C,v7,28
C,v8,25
C,v9,21
C,v10,17
D,v2,24
D,v3,40
D,v1,30
D,v4,26
D,v6,29
D,v5,26
D,v8,18
D,v9,49
D,v10,40
D,v7,24
E,v2,32
E,v3,45
E,v4,33
E,v1,27
E,v5,41
E,v6,40
E,v8,46
E,v9,20
E,v10,24
B,v6,79
F,v1,26
E,v7,21
F,v2,24
F,v6,26
F,v4,27
F,v5,27
F,v7,33
F,v9,29
F,v3,24
F,v10,19
G,v2,22
G,v3,20
G,v4,26
G,v1,19
G,v5,22
G,v6,25
G,v7,24
G,v8,23
G,v10,25
G,v9,15
H,v2,22
F,v8,25
H,v4,28
H,v5,26
H,v6,22
H,v1,20
H,v7,25
H,v3,26
H,v10,27
I,v1,24
I,v2,18
H,v9,26
I,v3,17
I,v5,26
I,v7,42
I,v6,23
H,v8,21
I,v4,29
I,v9,35
I,v8,35
J,v1,18
I,v10,22
J,v4,29
J,v3,22
J,v6,32
J,v2,21
J,v7,27
J,v5,31
J,v10,21
J,v8,39
K,v2,30
J,v9,18
K,v4,30
K,v3,26
K,v5,18
K,v1,29
K,v7,24
K,v6,30
K,v10,30
K,v9,26
L,v2,29
K,v8,21
L,v3,28
L,v1,26
L,v7,20
L,v6,27
L,v5,38
L,v9,39
L,v8,26
L,v10,35
M,v1,15
M,v2,28
M,v4,42
M,v3,35
L,v4,22
M,v7,21
M,v8,27
M,v5,29
M,v10,20
M,v6,57
M,v9,18
N,v1,23
N,v2,23
N,v4,143
N,v3,67
N,v7,35
N,v6,17
N,v9,12
N,v5,28
N,v10,40
N,v8,30
O,v1,
