group,variable,value
A,v1,2
A,v2,0
A,v3,0
A,v4,2
A,v7,0
A,v9,0
A,v6,0
B,v1,0
A,v10,1
A,v5,0
A,v8,1
B,v4,0
B,v5,1
B,v3,1
B,v6,0
B,v9,0
B,v7,0
B,v10,1
C,v1,0
B,v8,0
B,v2,0
C,v4,2
C,v3,0
C,v2,1
C,v7,0
C,v8,2
C,v6,3
C,v10,1
D,v2,0
D,v1,2
C,v5,1
D,v4,1
D,v5,2
D,v3,2
C,v9,1
D,v8,0
D,v9,0
D,v10,1
E,v1,3
D,v7,0
D,v6,0
E,v3,1
E,v4,0
E,v2,9
E,v7,0
E,v8,2
E,v6,0
E,v10,3
F,v1,0
F,v2,0
E,v9,1
F,v3,0
F,v5,1
F,v6,0
F,v7,1
F,v8,2
F,v9,0
F,v10,0
G,v1,1
G,v2,1
F,v4,2
G,v4,0
G,v5,0
E,v5,1
G,v3,1
G,v8,0
G,v7,1
G,v6,0
G,v10,1
H,v2,0
H,v1,0
G,v9,1
H,v4,0
H,v6,1
H,v7,2
H,v8,0
H,v5,0
H,v10,6
I,v1,1
I,v2,1
I,v3,1
H,v9,0
I,v4,1
I,v5,1
H,v3,0
I,v8,7
I,v6,1
I,v9,6
I,v10,4
I,v7,9
J,v3,10
J,v1,2
J,v5,6
J,v6,9
J,v4,7
J,v8,8
J,v10,3
J,v2,3
J,v9,5
K,v1,0
K,v3,4
J,v7,2
K,v4,3
K,v2,4
K,v5,1
K,v6,1
K,v7,2
K,v10,2
K,v9,5
L,v2,3
K,v8,9
L,v4,6
L,v1,3
L,v3,7
L,v6,5
L,v7,4
L,v9,1
L,v10,0
L,v8,4
M,v1,4
L,v5,5
M,v5,0
M,v3,0
M,v2,8
M,v7,1
M,v6,0
M,v9,1
M,v10,1
M,v8,2
N,v2,2
M,v4,0
N,v3,0
N,v1,1
N,v4,0
N,v5,
