group,variable,value
A,v1,1
A,v3,2
A,v2,2
A,v5,1
A,v7,2
A,v8,1
A,v9,0
A,v10,1
B,v1,6
A,v4,2
B,v2,2
B,v4,5
B,v5,1
B,v3,0
A,v6,0
B,v8,4
B,v7,0
C,v2,4
C,v1,6
B,v10,5
B,v9,8
C,v4,7
C,v3,3
B,v6,1
C,v7,6
C,v8,5
C,v6,9
C,v10,2
C,v9,7
D,v3,6
D,v2,4
D,v4,4
D,v5,9
D,v6,6
D,v1,5
D,v7,1
D,v9,0
D,v10,5
D,v8,0
E,v1,1
E,v3,2
E,v4,1
E,v2,0
E,v5,0
C,v5,8
E,v7,0
E,v9,0
E,v6,1
E,v10,1
F,v2,0
E,v8,1
F,v3,0
F,v4,1
F,v6,1
F,v1,1
F,v7,0
F,v8,3
F,v10,0
G,v1,0
F,v9,6
G,v2,0
G,v4,5
G,v5,0
G,v3,2
F,v5,1
G,v8,0
G,v9,0
G,v10,1
G,v7,1
H,v1,3
H,v3,1
H,v2,8
G,v6,1
H,v4,1
H,v5,0
H,v6,1
H,v9,0
H,v8,1
H,v10,2
I,v2,0
I,v3,1
H,v7,1
I,v4,0
I,v1,2
I,v6,1
I,v5,1
I,v8,1
I,v9,0
I,v10,1
J,v1,0
J,v3,5
I,v7,0
J,v5,1
J,v4,1
J,v2,0
J,v7,10
J,v6,6
J,v8,15
J,v9,4
J,v10,5
K,v2,3
K,v1,3
K,v3,4
K,v7,10
K,v6,1
K,v4,0
K,v8,4
K,v5,2
K,v9,4
K,v10,1
L,v2,0
L,v3,2
L,v4,1
L,v6,4
L,v5,2
L,v7,1
L,v9,2
L,v8,4
L,v10,3
M,v1,0
M,v2,1
L,v1,3
M,v3,2
M,v5,
M,v4,2
