group,variable,value
A,v1,42
A,v2,39
A,v3,34
A,v4,31
A,v5,31
A,v7,41
A,v8,50
A,v10,29
A,v6,59
B,v1,22
A,v9,74
B,v2,37
B,v3,31
B,v6,32
B,v5,17
B,v7,47
B,v10,27
B,v9,27
C,v1,20
B,v4,27
C,v3,25
C,v2,18
C,v5,25
C,v4,30
C,v6,27
C,v8,24
C,v9,20
C,v10,41
B,v8,29
D,v2,45
D,v3,42
C,v7,24
D,v1,38
D,v4,29
D,v7,36
D,v5,38
D,v6,29
D,v10,32
D,v8,36
E,v1,51
E,v2,25
E,v4,30
E,v3,25
E,v6,42
E,v5,18
E,v8,32
E,v9,48
E,v10,29
D,v9,47
E,v7,37
F,v2,31
F,v1,33
F,v5,29
F,v3,27
F,v4,26
F,v8,34
F,v6,84
G,v1,16
F,v10,26
F,v9,24
G,v3,34
G,v2,30
G,v5,41
G,v7,23
F,v7,37
G,v4,27
G,v10,34
G,v9,23
H,v1,30
G,v8,48
G,v6,29
H,v2,21
H,v3,24
H,v4,21
H,v6,30
H,v7,31
H,v8,49
H,v10,30
H,v5,28
I,v1,21
I,v3,18
I,v2,27
I,v5,26
I,v4,34
I,v7,36
I,v8,27
H,v9,22
I,v9,20
I,v6,40
J,v1,26
I,v10,16
J,v4,39
J,v3,24
J,v2,37
J,v6,41
J,v5,40
J,v9,34
J,v8,27
J,v10,44
K,v1,23
K,v3,26
K,v4,25
J,v7,35
K,v5,25
K,v6,37
K,v8,36
K,v9,32
K,v2,40
K,v10,21
K,v7,23
L,v2,49
L,v1,30
L,v4,25
L,v5,24
L,v7,20
L,v6,30
L,v3,25
L,v8,38
L,v10,51
M,v1,19
M,v2,18
M,v3,42
L,v9,50
M,v5,22
M,v4,31
M,v6,23
M,v9,26
M,v10,21
N,v1,26
M,v7,46
N,v3,38
M,v8,35
N,v5,55
N,v2,25
N,v4,32
N,v6,44
N,v7,31
N,v8,
