group,variable,value
A,v3,29
A,v7,24
A,v6,30
A,v4,60
A,v9,23
B,v1,26
A,v10,29
A,v5,30
B,v3,25
B,v4,26
A,v8,26
B,v2,30
B,v7,37
B,v8,36
B,v9,41
B,v10,32
B,v5,31
C,v1,27
B,v6,40
C,v2,24
C,v6,37
C,v5,30
C,v4,43
C,v7,34
C,v9,26
C,v10,24
C,v8,39
D,v1,47
D,v2,33
D,v4,28
D,v5,32
D,v6,32
D,v3,40
C,v3,22
D,v9,26
D,v10,27
D,v7,20
E,v1,23
D,v8,30
E,v3,39
E,v5,30
E,v6,35
E,v4,28
E,v2,58
E,v8,27
E,v10,20
F,v1,29
E,v9,34
F,v3,20
F,v4,26
E,v7,23
F,v2,30
F,v5,38
F,v7,64
F,v10,18
G,v1,23
G,v2,34
F,v6,27
F,v9,22
G,v4,25
G,v5,25
F,v8,26
G,v3,35
G,v8,22
G,v7,27
G,v10,30
H,v1,41
G,v9,15
H,v2,35
H,v4,26
H,v3,32
H,v5,19
H,v6,27
H,v8,26
H,v9,19
H,v10,30
I,v1,33
I,v3,40
H,v7,20
I,v2,27
I,v5,21
G,v6,51
I,v7,20
I,v8,24
I,v4,20
I,v6,31
I,v9,20
I,v10,17
J,v1,
