group,variable,value
A,v1,66
A,v2,25
A,v4,19
A,v3,19
A,v6,40
A,v5,43
A,v10,25
A,v9,23
B,v1,36
A,v7,79
A,v8,19
B,v3,24
B,v5,42
B,v6,30
B,v4,59
B,v2,22
B,v10,40
B,v9,19
B,v8,23
C,v1,38
B,v7,37
C,v4,39
C,v5,33
C,v6,22
C,v3,36
C,v8,26
C,v9,34
C,v10,43
D,v1,33
C,v7,30
C,v2,55
D,v2,27
D,v3,25
D,v4,24
D,v5,21
D,v8,27
D,v9,21
D,v10,30
E,v1,38
D,v7,17
E,v2,47
E,v3,30
E,v4,41
D,v6,27
E,v6,29
E,v7,24
E,v9,29
E,v10,21
E,v8,57
F,v1,19
F,v3,16
F,v4,25
E,v5,23
F,v6,38
F,v8,29
F,v2,22
F,v5,36
F,v10,34
G,v1,36
G,v2,24
F,v9,30
F,v7,42
G,v4,53
G,v3,19
G,v7,21
G,v8,40
G,v5,34
G,v10,27
G,v6,21
H,v2,36
H,v3,26
H,v1,39
G,v9,31
H,v6,40
H,v4,38
H,v5,32
H,v9,32
H,v10,36
H,v8,25
H,v7,16
I,v3,40
I,v1,26
I,v2,23
I,v6,26
I,v7,26
I,v4,24
I,v5,34
I,v8,24
I,v9,52
J,v1,16
I,v10,36
J,v4,53
J,v3,56
J,v6,33
J,v5,21
J,v8,40
J,v2,18
K,v1,31
J,v7,43
J,v10,30
J,v9,20
K,v4,25
K,v3,22
K,v2,32
K,v5,32
K,v6,39
K,v9,41
K,v8,68
K,v10,24
L,v1,27
L,v3,20
L,v2,28
L,v5,26
L,v4,31
L,v6,26
K,v7,41
L,v9,23
L,v7,53
M,v1,20
L,v10,16
M,v2,37
M,v5,24
M,v3,24
M,v4,24
M,v6,13
M,v8,28
L,v8,24
M,v7,39
M,v9,28
M,v10,42
N,v1,
