group,variable,value
A,v1,36
A,v4,45
A,v3,31
A,v2,30
A,v6,31
A,v9,23
A,v8,22
A,v10,28
B,v1,29
B,v2,31
A,v7,20
B,v3,36
B,v5,37
B,v6,40
B,v4,30
A,v5,40
B,v9,32
B,v10,19
C,v1,39
B,v8,41
C,v3,19
B,v7,26
C,v5,28
C,v7,30
C,v4,16
C,v6,26
C,v9,24
C,v10,31
C,v8,39
C,v2,25
D,v3,28
D,v4,35
D,v1,26
D,v2,28
D,v5,23
D,v6,30
D,v7,38
D,v10,34
D,v8,32
E,v2,32
D,v9,28
E,v1,33
E,v4,24
E,v5,25
E,v7,26
E,v8,41
E,v3,32
E,v10,29
F,v1,66
F,v2,28
E,v6,17
F,v4,21
E,v9,24
F,v5,34
F,v6,24
F,v7,22
F,v8,19
F,v10,30
G,v1,34
F,v3,21
F,v9,19
G,v4,26
G,v6,26
G,v2,28
G,v3,29
G,v8,29
G,v9,28
G,v10,21
H,v2,42
H,v1,27
H,v3,48
G,v7,47
H,v5,32
H,v4,47
G,v5,32
H,v8,24
H,v7,24
H,v10,22
H,v6,17
I,v2,22
I,v3,36
H,v9,27
I,v5,51
I,v6,40
I,v7,30
I,v1,22
I,v4,37
I,v10,21
I,v8,28
I,v9,76
J,v3,21
J,v1,45
J,v5,21
J,v2,39
J,v6,33
J,v4,22
J,v7,36
J,v8,27
J,v10,28
K,v1,30
K,v2,51
J,v9,20
K,v3,25
K,v4,25
K,v5,
