group,variable,value
A,v1,6
A,v3,2
A,v2,0
A,v5,4
A,v7,4
A,v6,7
A,v4,1
A,v10,3
B,v1,0
A,v9,5
A,v8,4
B,v2,6
B,v5,4
B,v6,6
B,v3,7
B,v4,4
B,v9,4
B,v10,0
B,v8,6
C,v1,3
C,v3,2
B,v7,6
C,v4,5
C,v6,1
C,v7,3
C,v2,3
C,v8,2
C,v10,2
C,v5,0
C,v9,1
D,v3,1
D,v4,0
D,v1,1
D,v2,1
D,v7,2
D,v8,1
D,v6,0
D,v10,0
E,v1,2
E,v2,0
D,v5,1
E,v3,2
D,v9,0
E,v5,2
E,v6,1
E,v4,2
E,v7,2
E,v10,3
F,v1,1
E,v8,1
F,v3,1
F,v4,2
F,v5,1
F,v2,0
F,v7,3
F,v8,1
F,v6,1
F,v10,3
G,v1,2
E,v9,0
G,v3,1
G,v2,0
G,v5,1
G,v7,1
F,v9,0
G,v8,1
G,v4,1
G,v10,1
H,v1,1
H,v2,1
G,v9,1
H,v3,0
H,v4,0
H,v6,0
H,v5,0
H,v10,1
H,v7,1
H,v8,0
I,v1,1
H,v9,0
G,v6,1
I,v2,0
I,v4,2
I,v3,1
I,v7,3
I,v5,3
I,v9,2
I,v8,1
I,v10,6
J,v1,1
J,v2,0
I,v6,2
J,v5,2
J,v3,3
J,v4,0
J,v7,0
J,v8,2
J,v10,0
J,v9,1
J,v6,0
K,v2,0
K,v3,2
K,v4,1
K,v6,1
K,v1,0
K,v8,1
K,v5,1
K,v9,0
K,v10,3
K,v7,1
L,v1,2
L,v2,3
L,v3,1
L,v6,1
L,v5,2
L,v9,0
L,v4,1
L,v10,3
L,v7,1
M,v2,2
M,v1,0
M,v5,9
L,v8,0
M,v4,3
M,v3,3
M,v6,4
M,v8,6
M,v9,3
M,v10,5
N,v2,2
N,v3,1
N,v4,2
M,v7,4
N,v1,0
N,v7,2
N,v6,1
N,v9,0
O,v1,1
N,v5,2
O,v2,5
N,v8,1
N,v10,1
O,v4,0
O,v3,1
O,v5,
