group,variable,value
A,v1,1
A,v2,0
A,v3,0
A,v4,0
A,v5,1
A,v6,0
A,v7,0
A,v10,0
A,v9,0
A,v8,1
B,v3,0
B,v4,0
B,v5,1
B,v1,1
B,v6,1
B,v2,0
B,v8,0
B,v10,3
C,v1,3
B,v7,1
B,v9,1
C,v3,6
C,v5,4
C,v6,0
C,v2,4
C,v4,5
C,v9,1
C,v10,0
C,v8,0
D,v1,1
D,v3,1
D,v4,1
D,v2,0
D,v6,0
D,v7,0
C,v7,2
D,v5,0
D,v10,1
E,v1,0
D,v8,1
D,v9,0
E,v4,0
E,v5,1
E,v6,2
E,v7,0
E,v8,2
E,v3,0
E,v10,0
F,v1,0
F,v2,1
E,v9,0
E,v2,0
F,v5,0
F,v6,0
F,v7,2
F,v3,0
F,v9,1
F,v10,0
F,v8,1
F,v4,0
G,v2,0
G,v1,3
G,v3,1
G,v6,0
G,v7,1
G,v5,0
G,v4,4
G,v10,1
H,v1,1
H,v2,0
G,v9,0
G,v8,0
H,v5,2
H,v4,1
H,v6,0
H,v3,1
H,v8,0
H,v10,2
I,v2,2
H,v9,4
H,v7,2
I,v1,2
I,v3,1
I,v5,0
I,v4,2
I,v8,2
I,v6,3
I,v7,2
I,v10,1
I,v9,0
J,v1,4
J,v3,2
J,v6,1
J,v2,0
J,v5,6
J,v7,5
J,v8,3
J,v4,5
J,v10,2
K,v2,4
J,v9,0
K,v3,4
K,v1,2
K,v5,4
K,v6,5
K,v7,2
K,v9,1
K,v4,3
K,v10,0
L,v1,2
K,v8,1
L,v3,2
L,v4,0
L,v6,2
L,v2,0
L,v7,0
L,v5,0
L,v10,0
L,v9,0
M,v1,1
M,v3,0
M,v2,3
M,v4,2
M,v6,0
M,v5,1
M,v8,0
L,v8,2
M,v10,0
M,v9,2
N,v2,1
N,v1,0
M,v7,0
N,v5,0
N,v3,0
N,v4,1
N,v7,0
N,v6,1
N,v8,2
N,v9,0
O,v1,
N,v10,0
