group,variable,value
A,v2,29
A,v1,27
A,v3,26
A,v4,27
A,v5,20
A,v7,35
A,v8,20
A,v10,32
B,v2,20
B,v1,25
A,v6,20
B,v3,19
A,v9,26
B,v4,38
B,v5,41
B,v8,19
B,v9,46
B,v10,26
B,v6,29
C,v1,27
C,v2,38
C,v5,33
C,v4,37
C,v3,26
C,v6,18
C,v7,46
C,v8,30
C,v10,23
D,v1,16
D,v2,33
C,v9,16
D,v4,24
D,v5,26
D,v3,33
B,v7,21
D,v8,30
D,v7,33
D,v10,20
E,v1,18
D,v6,33
E,v2,18
E,v4,39
D,v9,29
E,v3,20
E,v8,31
E,v6,36
E,v7,36
E,v10,31
F,v1,26
F,v2,25
E,v9,34
F,v3,30
F,v5,29
F,v4,26
F,v7,30
E,v5,22
F,v9,21
F,v6,34
F,v10,25
G,v2,22
F,v8,23
G,v4,54
G,v3,30
G,v7,33
G,v1,18
G,v5,22
G,v8,32
G,v10,23
H,v1,32
G,v9,28
H,v2,38
H,v4,50
H,v5,18
H,v6,32
H,v3,39
H,v8,33
H,v9,15
H,v7,33
H,v10,21
I,v2,34
I,v1,39
G,v6,53
I,v5,49
I,v4,22
I,v3,32
I,v8,35
I,v9,25
I,v6,31
I,v7,38
J,v1,27
I,v10,63
J,v4,134
J,v2,26
J,v6,26
J,v5,22
J,v7,20
J,v8,27
J,v10,50
J,v3,34
K,v1,16
J,v9,31
K,v2,52
K,v4,28
K,v3,19
K,v6,32
K,v5,30
K,v7,
