group,variable,value
A,v1,40
A,v2,20
A,v5,51
A,v4,38
A,v6,19
A,v8,20
A,v9,18
A,v10,23
A,v7,22
B,v1,20
B,v3,22
B,v4,26
B,v2,37
A,v3,46
B,v7,24
B,v8,28
B,v6,73
B,v10,23
B,v9,35
C,v3,26
C,v2,46
B,v5,26
C,v1,18
C,v5,20
C,v6,23
C,v4,19
C,v9,16
C,v10,19
C,v7,18
D,v1,25
D,v3,39
D,v4,27
D,v2,18
C,v8,18
D,v5,73
D,v8,29
D,v9,26
D,v10,17
D,v6,25
D,v7,43
E,v3,23
E,v4,32
E,v2,36
E,v1,24
E,v7,25
E,v8,32
E,v5,26
E,v10,33
F,v1,28
F,v2,24
E,v9,28
F,v3,22
E,v6,68
F,v6,23
F,v5,35
F,v4,34
F,v9,19
F,v10,37
F,v8,32
F,v7,28
G,v1,26
G,v4,39
G,v3,25
G,v6,18
G,v5,48
G,v7,33
G,v8,43
G,v9,30
G,v10,15
H,v2,40
H,v3,14
H,v1,20
H,v5,16
H,v4,18
G,v2,22
H,v8,19
H,v9,29
H,v10,28
H,v7,41
I,v1,28
I,v3,21
H,v6,24
I,v4,26
I,v2,20
I,v7,19
I,v8,34
I,v6,28
I,v10,25
I,v5,41
I,v9,14
J,v2,19
J,v1,23
J,v5,27
J,v4,23
J,v7,26
J,v6,28
J,v8,27
J,v9,27
J,v10,31
K,v1,38
K,v3,30
J,v3,26
K,v5,34
K,v4,32
K,v2,24
K,v6,25
K,v8,23
K,v9,25
K,v10,23
L,v1,43
K,v7,31
L,v2,33
L,v5,36
L,v6,29
L,v3,36
L,v7,20
L,v8,28
L,v10,26
M,v1,31
L,v4,26
M,v3,24
M,v2,18
M,v4,31
M,v5,44
M,v7,72
L,v9,44
M,v6,15
M,v9,30
M,v8,38
M,v10,25
N,v1,20
N,v2,40
N,v3,21
N,v5,26
N,v6,26
N,v7,15
N,v4,22
N,v10,24
O,v2,20
N,v9,22
O,v1,27
O,v3,33
O,v4,22
O,v5,24
N,v8,23
O,v6,42
O,v7,32
O,v9,25
O,v10,20
P,v1,32
P,v2,18
P,v3,23
P,v5,26
P,v4,21
P,v6,24
P,v7,18
P,v8,32
O,v8,25
P,v9,27
P,v10,40
R,v3,30
R,v2,28
R,v1,38
R,v4,20
R,v5,
