group,variable,value
A,v1,1
A,v3,0
A,v5,0
A,v4,1
A,v7,1
A,v8,1
A,v2,1
A,v10,1
B,v1,0
A,v6,1
A,v9,0
B,v4,2
B,v2,0
B,v5,0
B,v7,1
B,v8,1
B,v3,3
B,v10,0
C,v1,0
B,v9,1
C,v3,0
C,v4,0
B,v6,1
C,v5,1
C,v7,0
C,v8,0
C,v2,1
C,v6,0
C,v10,0
D,v2,0
C,v9,0
D,v1,2
D,v3,0
D,v4,0
D,v7,0
D,v8,3
D,v5,1
E,v1,0
D,v10,0
D,v6,1
E,v2,0
E,v4,0
E,v5,0
D,v9,1
E,v7,1
E,v9,0
E,v8,4
E,v10,1
E,v3,1
F,v3,1
E,v6,0
F,v4,3
F,v5,0
F,v2,0
F,v7,5
F,v9,0
F,v6,2
F,v10,0
G,v1,1
G,v2,2
G,v3,0
F,v1,0
G,v4,0
G,v6,1
G,v5,1
G,v8,0
G,v9,1
G,v10,1
G,v7,1
H,v1,0
H,v2,0
F,v8,4
H,v3,0
H,v6,0
H,v7,4
H,v5,2
H,v8,6
H,v10,2
I,v1,2
H,v4,0
I,v3,1
I,v2,0
H,v9,5
I,v5,0
I,v4,0
I,v8,1
I,v6,0
I,v9,3
I,v10,5
J,v2,7
J,v1,4
J,v4,5
J,v3,2
J,v6,3
J,v7,1
J,v5,2
J,v8,0
I,v7,0
J,v10,3
K,v2,1
K,v3,0
K,v1,2
J,v9,0
K,v6,3
K,v5,3
K,v4,0
K,v9,3
K,v8,2
K,v10,1
K,v7,3
L,v3,2
L,v2,3
L,v1,2
L,v4,1
L,v7,0
L,v6,2
L,v9,0
L,v5,1
L,v8,0
M,v1,1
L,v10,0
M,v4,2
M,v3,0
M,v2,0
M,v7,5
M,v8,2
M,v5,2
M,v10,3
M,v9,0
M,v6,5
N,v3,0
N,v1,0
N,v4,2
N,v2,2
N,v6,2
N,v5,2
N,v9,1
N,v7,0
N,v8,2
N,v10,
