group,variable,value
A,v2,1
A,v3,0
A,v1,0
A,v6,0
A,v5,0
A,v8,0
A,v7,0
B,v1,4
A,v10,0
A,v9,0
A,v4,3
B,v4,0
B,v5,2
B,v3,0
B,v6,0
B,v8,0
B,v9,0
B,v10,6
B,v2,1
B,v7,0
C,v3,3
C,v5,4
C,v4,4
C,v2,2
C,v6,2
C,v8,3
C,v9,2
C,v10,3
C,v7,6
D,v2,4
C,v1,1
D,v4,2
D,v1,1
D,v6,5
D,v3,2
D,v8,1
D,v9,1
D,v7,3
E,v1,4
D,v10,3
E,v3,6
E,v4,10
D,v5,0
E,v2,2
E,v7,1
E,v8,2
E,v9,2
E,v10,1
E,v5,1
E,v6,0
F,v3,2
F,v2,6
F,v4,8
F,v6,1
F,v1,2
F,v5,0
F,v10,2
F,v8,0
F,v7,1
F,v9,3
G,v4,3
G,v3,2
G,v5,2
G,v2,5
G,v1,1
G,v8,2
G,v9,0
G,v10,5
G,v7,2
H,v1,1
H,v4,4
H,v3,3
G,v6,0
H,v2,1
H,v7,0
H,v8,1
H,v5,7
H,v10,0
I,v1,1
H,v9,2
I,v3,1
I,v4,1
H,v6,3
I,v2,0
I,v6,0
I,v5,0
I,v7,2
I,v8,1
I,v9,0
I,v10,0
J,v1,
