group,variable,value
A,v1,2
A,v2,0
A,v3,1
A,v4,3
A,v5,3
A,v6,1
A,v7,0
A,v10,4
B,v1,1
B,v2,1
A,v8,4
A,v9,6
B,v5,2
B,v6,0
B,v4,1
B,v8,3
B,v9,5
B,v7,1
B,v10,2
B,v3,1
C,v3,1
C,v4,0
C,v2,0
C,v1,0
C,v7,4
C,v8,3
C,v5,2
C,v10,0
D,v1,0
D,v2,1
C,v9,3
D,v3,4
D,v4,1
D,v6,3
C,v6,3
D,v5,0
D,v10,1
D,v9,3
E,v1,1
D,v8,2
D,v7,3
E,v4,2
E,v5,0
E,v3,1
E,v7,1
E,v6,0
E,v8,0
E,v10,0
F,v1,0
E,v9,1
F,v3,0
F,v2,2
F,v5,0
F,v4,1
E,v2,0
F,v6,2
F,v9,0
F,v8,0
F,v10,1
G,v2,0
G,v3,4
F,v7,1
G,v1,0
G,v4,2
G,v6,0
G,v8,1
G,v7,3
G,v10,0
G,v9,0
G,v5,2
H,v2,1
H,v3,3
H,v1,0
H,v6,0
H,v4,2
H,v8,1
H,v9,0
H,v10,1
H,v7,0
I,v2,0
H,v5,2
I,v4,1
I,v1,0
I,v3,3
I,v6,1
I,v5,0
I,v10,0
I,v8,0
J,v1,1
I,v9,0
J,v3,0
J,v4,0
J,v2,3
J,v7,3
J,v5,0
J,v8,0
I,v7,1
J,v10,5
K,v1,0
J,v6,0
K,v3,2
J,v9,2
K,v4,3
K,v2,2
K,v5,1
K,v8,0
K,v6,1
K,v10,0
K,v9,0
L,v2,0
K,v7,1
L,v1,0
L,v3,0
L,v5,
L,v4,0
