group,variable,value
A,v1,24
A,v2,25
A,v3,28
A,v4,28
A,v5,19
A,v6,19
A,v8,19
A,v10,34
B,v1,24
B,v2,25
A,v7,26
B,v3,30
B,v4,33
B,v6,24
B,v7,18
A,v9,28
B,v9,35
B,v5,19
B,v10,41
B,v8,14
C,v3,22
C,v2,17
C,v1,16
C,v5,30
C,v7,19
C,v4,33
C,v9,21
C,v10,18
C,v8,17
D,v1,21
D,v3,23
D,v4,32
D,v2,21
D,v5,26
D,v7,30
C,v6,26
D,v9,38
D,v6,18
D,v10,17
E,v2,23
E,v1,29
E,v3,25
E,v6,25
E,v5,32
D,v8,22
E,v4,17
E,v7,22
E,v10,38
F,v1,32
E,v9,27
F,v2,31
E,v8,31
F,v5,32
F,v6,37
F,v3,39
F,v8,41
F,v9,39
F,v10,50
F,v7,27
G,v2,22
G,v3,19
G,v1,35
G,v4,31
F,v4,38
G,v7,31
G,v8,27
G,v6,28
G,v10,21
H,v1,28
H,v3,32
G,v5,22
H,v2,33
H,v4,33
H,v6,49
H,v7,26
H,v5,26
H,v8,14
H,v10,30
I,v1,35
I,v3,24
G,v9,30
I,v2,17
I,v5,23
I,v6,22
I,v4,40
I,v7,20
I,v8,32
H,v9,33
I,v9,48
J,v1,24
I,v10,39
J,v4,31
J,v3,18
J,v2,26
J,v5,32
J,v7,22
J,v8,31
J,v9,21
J,v10,40
K,v1,33
K,v3,23
J,v6,26
K,v4,21
K,v2,26
K,v7,32
K,v8,27
K,v6,23
K,v10,23
K,v5,19
L,v1,29
K,v9,34
L,v4,28
L,v3,24
L,v2,25
L,v7,30
L,v6,28
L,v8,25
L,v10,26
L,v5,26
M,v2,25
L,v9,24
M,v4,54
M,v1,18
M,v5,17
M,v3,25
M,v8,22
M,v9,22
N,v1,39
M,v6,26
M,v10,23
N,v2,20
N,v3,31
N,v6,22
N,v7,25
N,v5,22
N,v4,27
M,v7,38
N,v8,17
N,v9,18
N,v10,
