group,variable,value
A,v1,0
A,v3,0
A,v2,2
A,v4,5
A,v7,4
A,v5,3
A,v8,8
A,v10,9
B,v1,1
B,v2,1
A,v9,5
A,v6,2
B,v5,1
B,v6,0
B,v4,2
B,v7,0
B,v8,2
B,v10,3
C,v2,1
C,v1,2
B,v3,0
C,v4,7
C,v5,6
C,v3,7
C,v6,2
C,v8,0
C,v9,1
C,v10,1
C,v7,0
D,v2,1
D,v3,3
B,v9,0
D,v5,4
D,v6,1
D,v7,0
D,v8,1
D,v9,5
D,v10,6
D,v4,0
E,v2,3
D,v1,1
E,v3,3
E,v1,6
E,v6,2
E,v4,4
E,v5,1
E,v9,5
E,v7,2
E,v10,1
F,v2,1
F,v3,1
F,v1,1
F,v4,1
F,v6,1
F,v7,2
F,v8,5
F,v9,7
F,v10,1
E,v8,0
G,v2,0
F,v5,0
G,v4,0
G,v3,0
G,v1,0
G,v6,1
G,v5,0
G,v9,0
G,v10,3
G,v7,2
H,v2,0
H,v1,0
H,v4,2
H,v5,3
H,v6,0
H,v7,0
H,v3,1
G,v8,1
H,v10,1
I,v1,3
I,v2,0
H,v8,0
I,v3,2
H,v9,0
I,v5,1
I,v4,1
I,v8,0
I,v7,0
I,v6,0
I,v10,0
I,v9,0
J,v1,1
J,v2,0
J,v5,1
J,v4,1
J,v6,2
J,v7,2
J,v3,2
J,v10,0
K,v1,0
K,v3,0
J,v8,1
K,v4,1
J,v9,1
K,v5,0
K,v8,0
K,v6,1
K,v9,0
K,v7,0
K,v10,0
L,v3,0
K,v2,0
L,v1,2
L,v2,0
L,v6,1
L,v4,2
L,v7,1
L,v8,1
L,v10,0
L,v9,2
M,v3,
L,v5,0
M,v1,0
M,v2,0
